"TIMESTAMP","RECORD","Hs","Fc_wpl","LE_wpl","Hc","tau","u_star","Ts_mean","stdev_Ts","cov_Ts_Ux","cov_Ts_Uy","cov_Ts_Uz","co2_mean","stdev_co2","cov_co2_Ux","cov_co2_Uy","cov_co2_Uz","h2o_Avg","stdev_h2o","cov_h2o_Ux","cov_h2o_Uy","cov_h2o_Uz","Ux_Avg","stdev_Ux","cov_Ux_Uy","cov_Ux_Uz","Uy_Avg","stdev_Uy","cov_Uy_Uz","Uz_Avg","stdev_Uz","press_mean","t_hmp_mean","h2o_hmp_mean","rho_a_mean","wnd_dir_compass","wnd_dir_csat3","wnd_spd","rslt_wnd_spd","std_wnd_dir","Fc_irga","LE_irga","co2_wpl_LE","co2_wpl_H","h2o_wpl_LE","h2o_wpl_H","n_Tot","csat_warnings","irga_warnings","del_T_f_Tot","sig_lck_f_Tot","amp_h_f_Tot","amp_l_f_Tot","chopper_f_Tot","detector_f_Tot","pll_f_Tot","sync_f_Tot","agc_Avg","panel_temp_Avg","batt_volt_Avg","shf_Avg(1)","shf_Avg(2)","shf_Avg(3)","shf_Avg(4)","del_Tsoil(1)","del_Tsoil(2)","soil_water_T_Avg(1)","soil_water_T_Avg(2)","soil_water_T_Avg(3)","soil_water_T_Avg(4)","soil_water_T_Avg(5)","Tsoil_avg(1)","Tsoil_avg(2)","cs616_wcr_Avg(1)","cs616_wcr_Avg(2)","cs616_wcr_Avg(3)","cs616_wcr_Avg(4)","cs616_wcr_Avg(5)"
"TS","RN","W/m^2","mg/(m^2 s)","W/m^2","W/m^2","kg/(m s^2)","m/s","C","C","m C/s","m C/s","m C/s","mg/m^3","mg/m^3","mg/(m^2 s)","mg/(m^2 s)","mg/(m^2 s)","g/m^3","g/m^3","g/(m^2 s)","g/(m^2 s)","g/(m^2 s)","m/s","m/s","(m/s)^2","(m/s)^2","m/s","m/s","(m/s)^2","m/s","m/s","kPa","C","g/m^3","kg/m^3","degrees","degrees","m/s","m/s","degrees","mg/(m^2 s)","W/m^2","mg/(m^2 s)","mg/(m^2 s)","W/m^2","W/m^2","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","unitless","C","V","W/m^2","W/m^2","W/m^2","W/m^2","C","C","frac_v_wtr","frac_v_wtr","frac_v_wtr","frac_v_wtr","frac_v_wtr","C","C","uSeconds","uSeconds","uSeconds","uSeconds","uSeconds"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Avg","Smp","Smp","Smp","Avg","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg"
"2007-12-02 00:35:00",6968,-9.854299,-0.005646698,17.33241,-10.82928,0.1163484,0.2968084,-1.341794,0.04505245,-0.008909344,-0.0004029532,-0.007426673,760.7277,0.6879066,-0.03375465,-0.1823469,0.01063816,4.356943,0.04117181,0.003992995,-0.001921247,0.007131946,-0.9948182,0.7050347,0.06253272,0.08805869,-0.3478035,0.7674524,-0.00253724,-0.027361,0.3745086,102.8737,-1.654562,1.524458,1.320712,160.7296,-160.7296,1.310421,1.053864,35.84027,0.01063816,17.40195,0.006626076,-0.02291093,0.03239907,-0.1019401,3000,0,0,0,0,0,0,0,0,0,0,56,-0.5661654,12.14859,-11.44085,-13.49755,-14.76624,-14.07953,-0.01277065,-0.0118475,0.3229621,0.4018609,0.3062645,0.2966863,0.3192694,4.685287,4.409357,28.50706,30.74979,28.005,27.71211,28.39693
"2007-12-02 00:40:00",6969,-0.5116436,0.002929176,13.40656,-1.27396,0.3493707,0.5143037,-1.39057,0.04460546,-0.01383013,0.00926041,-0.0003855643,759.6889,0.6456887,-0.1417672,-0.05041397,0.0005308167,4.311728,0.04603945,0.0161927,0.001156079,0.005486628,-1.478908,1.134332,0.444795,0.2094328,-0.7531025,1.111552,0.1615628,-0.2240521,0.4654362,102.8686,-1.688201,1.490323,1.320831,153.0135,-153.0135,1.908859,1.659618,29.26898,0.0005308167,13.38737,0.005089907,-0.002691547,0.02436376,-0.005174257,3000,0,0,0,0,0,0,0,0,0,0,56,-0.6131669,12.14533,-11.54615,-13.58895,-14.82185,-14.14262,-0.009633064,-0.009296417,0.3229432,0.4018576,0.3062735,0.2966468,0.3192557,4.675653,4.400061,28.50649,30.7497,28.00527,27.71089,28.39652
"2007-12-02 00:45:00",6970,0.7097526,0.03693207,12.4274,0.001883364,0.1289837,0.3124838,-1.39159,0.0315179,-0.001052774,0.005680176,0.0005348151,760.6175,0.5364913,0.1458088,0.03380005,0.03220901,4.298566,0.03311047,0.006038553,0.001815302,0.005081127,-1.279104,0.7774405,0.01502645,0.09071598,-1.210696,0.7525935,0.03613003,-0.1615106,0.3767853,102.8651,-1.716156,1.475933,1.32093,136.5738,-136.5738,1.931683,1.761219,24.06213,0.03220901,12.39795,0.004719082,3.983963E-006,0.02234332,0.007108503,3000,0,0,0,0,0,0,0,0,0,0,56,-0.6591988,12.14237,-11.64821,-13.68246,-14.87998,-14.20586,-0.008889675,-0.009156704,0.3229277,0.4018514,0.3062569,0.2966137,0.3192158,4.666764,4.390904,28.50603,30.74953,28.00477,27.70987,28.39533
"2007-12-02 00:50:00",6971,-1.668071,0.0951304,15.79731,-2.564895,0.2113017,0.3999496,-1.407733,0.03553092,-0.002941002,0.003021517,-0.001256894,761.3978,0.9171008,0.1308429,-0.286615,0.09454704,4.293761,0.04236152,0.009939495,-0.003386265,0.006469504,-0.6460887,0.9394232,0.02009513,0.1593909,-1.0212,0.7776461,0.0134779,-0.04334784,0.4171259,102.8656,-1.722416,1.473747,1.320968,122.3205,-122.3205,1.540821,1.208421,37.62179,0.09454704,15.78559,0.006014513,-0.005431156,0.02840544,-0.01668162,3000,0,0,0,0,0,0,0,0,0,0,56,-0.7023127,12.13951,-11.74714,-13.76711,-14.93827,-14.26668,-0.01052618,-0.01048994,0.3229263,0.4018491,0.3062155,0.2965994,0.3191963,4.656238,4.380414,28.50599,30.74947,28.00351,27.70943,28.39475
"2007-12-02 00:55:00",6972,-0.6861969,0.04631556,19.3208,-1.784535,0.188392,0.3775978,-1.423138,0.03915398,-0.006643816,0.004440472,-0.0005169184,761.3522,0.9019521,-0.05400067,-0.1014597,0.04274481,4.300689,0.05624228,0.008883565,0.006924394,0.007906949,-0.8820944,0.9760948,0.04251894,0.1337384,-1.448434,0.8579076,0.04942821,-0.03087725,0.4125502,102.8852,-1.739984,1.473768,1.321306,121.3413,-121.3413,1.984948,1.695893,30.91015,0.04274481,19.29296,0.007348546,-0.003777797,0.03470841,-0.00686113,3000,0,0,0,0,0,0,0,0,0,0,56,-0.7389463,12.13704,-11.84547,-13.85206,-14.99369,-14.33068,-0.008365154,-0.008805752,0.3229103,0.4018486,0.3061948,0.2965627,0.3191795,4.647872,4.371608,28.50551,30.74945,28.00288,27.7083,28.39425
"2007-12-02 01:00:00",6973,2.04593,0.06831512,14.94742,1.19328,0.1420442,0.327875,-1.44433,0.03515881,0.007426688,-0.002510512,0.001541206,761.0419,0.6754777,0.1410741,0.01528978,0.06011692,4.297789,0.04304298,0.009089556,0.003732368,0.006106575,-0.6928732,1.009853,-0.02915252,0.1068451,-1.66689,0.7956764,0.01186656,-0.106825,0.4204336,102.8809,-1.753738,1.477281,1.321316,112.5711,-112.5711,2.037117,1.805158,27.33272,0.06011692,14.90004,0.005672976,0.002525222,0.02686924,0.02050653,3000,0,0,0,0,0,0,0,0,0,0,56,-0.7716027,12.13411,-11.94241,-13.93656,-15.04956,-14.39322,-0.009154797,-0.008775234,0.3228947,0.4018423,0.3061854,0.2965419,0.3191699,4.638718,4.362833,28.50505,30.74928,28.0026,27.70766,28.39396
"2007-12-02 01:05:00",6974,1.914792,0.09376309,17.79696,0.9003857,0.1643975,0.3527092,-1.500396,0.04397843,0.007539857,0.008858713,0.001442237,760.4655,0.795947,0.3225265,0.2606824,0.08510863,4.2942,0.05016544,0.01422128,0.01275071,0.007272947,-0.9036461,1.038424,0.1446729,0.1177207,-2.191714,0.8258238,0.04022589,-0.09116567,0.4488228,102.8807,-1.787714,1.470886,1.321483,112.4064,-112.4064,2.562334,2.370693,22.15191,0.08510863,17.74599,0.006750524,0.001903937,0.03185862,0.01910887,3000,0,0,0,0,0,0,0,0,0,0,56,-0.8017347,12.13153,-12.03369,-14.01644,-15.10349,-14.45074,-0.01044703,-0.0091362,0.3228696,0.4018365,0.3061736,0.2965224,0.3191509,4.628271,4.353697,28.5043,30.74912,28.00224,27.70706,28.39339
"2007-12-02 01:10:00",6975,0.9732018,0.2095895,25.44086,-0.474681,0.2267826,0.4142293,-1.51524,0.0374475,0.009116065,0.01269205,0.0007329111,761.3669,1.4786,0.5768842,0.6685722,0.2009279,4.303064,0.04801704,0.01690163,0.02818091,0.01040391,-0.9307343,0.7776647,0.4163013,0.1090886,-1.631049,1.05169,0.1324439,-0.1046135,0.4321237,102.8764,-1.841015,1.472115,1.321686,119.7106,-119.7106,1.99303,1.877921,19.46625,0.2009279,25.38554,0.009666558,-0.001004985,0.04560469,0.009720714,3000,0,0,0,0,0,0,0,0,0,0,56,-0.8274408,12.12809,-12.12282,-14.09537,-15.15125,-14.5049,-0.007934093,-0.007230759,0.3228476,0.4018345,0.3061388,0.2965047,0.3191302,4.620337,4.346466,28.50365,30.74907,28.00118,27.70652,28.39277
"2007-12-02 01:15:00",6976,1.927356,0.08619338,12.21264,1.230593,0.2021523,0.3910773,-1.513126,0.03496164,0.008634239,0.002671256,0.001451393,761.7137,0.8288373,0.3802602,0.04674264,0.07895056,4.325107,0.03705547,0.01741488,0.006431074,0.004988076,-0.832585,0.8148293,0.2167319,0.143678,-0.6548698,0.5391841,0.05241883,-0.06888808,0.3126243,102.8896,-1.824593,1.494259,1.321763,141.8132,-141.8132,1.174061,1.05927,25.32765,0.07895056,12.17091,0.004636478,0.002606333,0.0221928,0.01953896,3000,0,0,0,0,0,0,0,0,0,0,56,-0.8540372,12.1259,-12.21335,-14.16928,-15.19325,-14.55637,-0.01012135,-0.01046371,0.3228289,0.4018297,0.3060995,0.2964746,0.3191104,4.610215,4.336002,28.50309,30.74894,27.99998,27.70559,28.39218
"2007-12-02 01:20:00",6977,-1.257397,0.06303474,11.5402,-1.912126,0.06166609,0.2160036,-1.514389,0.03039633,0.003647565,0.002250165,-0.0009469445,763.0308,1.522398,0.07928649,-0.3238491,0.06269112,4.341602,0.04051117,0.01308472,0.00214724,0.004726168,-0.490459,0.5800178,0.1173007,0.04595829,-0.9847092,0.5275133,-0.008047527,-0.1041784,0.3189946,102.8775,-1.839846,1.506569,1.321674,116.4767,-116.4767,1.20279,1.100092,23.6685,0.06269112,11.53185,0.004400962,-0.004057351,0.02120237,-0.01285391,3000,0,0,0,0,0,0,0,0,0,0,56,-0.8810779,12.12305,-12.30361,-14.24312,-15.23498,-14.60515,-0.0102849,-0.00927639,0.3228166,0.4018266,0.3061267,0.2964444,0.3191105,4.59993,4.326726,28.50273,30.74885,28.00081,27.70466,28.39219
"2007-12-02 01:25:00",6978,-3.194203,0.04774197,15.26184,-4.058596,0.1077665,0.2855507,-1.528556,0.03707448,-0.009725942,0.00324474,-0.002405591,763.173,0.9498959,0.01689458,-0.00447333,0.05052819,4.370589,0.04515927,0.007183138,0.00355354,0.006256775,-0.1991385,0.5235673,-0.03149031,0.06394725,-0.1742786,0.560043,0.05059038,-0.01828608,0.3258533,102.8807,-1.831387,1.541322,1.321653,138.8088,-138.8088,0.7008993,0.2646303,63.90493,0.05052819,15.26653,0.005827584,-0.008613798,0.02871764,-0.03340732,3000,0,0,0,0,0,0,0,0,0,0,56,-0.908431,12.12068,-12.38568,-14.31526,-15.27487,-14.65385,-0.009588718,-0.008575916,0.3228119,0.4018166,0.3061108,0.2964205,0.3191064,4.590342,4.31815,28.50259,30.74858,28.00033,27.70393,28.39206
"2007-12-02 01:30:00",6979,0.777373,0.1081979,16.96173,-0.1880271,0.08903085,0.2595319,-1.560471,0.03601009,-0.006136989,0.00566781,0.0005853924,762.394,0.9121842,0.1233433,-0.138366,0.1021443,4.361647,0.05442775,0.006787906,-0.008818528,0.006935233,-1.083016,0.5933521,-0.05247819,0.06422816,-0.7553379,0.6179851,0.02029001,-0.1436388,0.3475511,102.8795,-1.859523,1.533523,1.321779,145.1065,-145.1065,1.493038,1.320401,27.54335,0.1021443,16.92197,0.006452251,-0.0003986529,0.03166736,0.008089183,3000,0,0,0,0,0,0,0,0,0,0,56,-0.9360764,12.11827,-12.46725,-14.38931,-15.3088,-14.70441,-0.009747028,-0.008203983,0.3228029,0.4018113,0.3060983,0.2963884,0.3190959,4.580595,4.309946,28.50232,30.74844,27.99995,27.70294,28.39175
"2007-12-02 01:35:00",6980,1.6939,0.08545792,13.07396,0.9485977,0.0730273,0.2350526,-1.574734,0.03086023,-0.001232229,0.001365238,0.001275584,762.5217,0.6861446,0.04237974,-0.2619661,0.07847624,4.359425,0.04328636,0.003044935,-0.004438533,0.005340959,-0.7988554,0.4251083,-0.07473302,0.04954638,-0.6479716,0.7199537,-0.02444763,-0.05215317,0.2796693,102.8664,-1.891866,1.533642,1.321768,140.9536,-140.9536,1.232935,1.028609,32.97439,0.07847624,13.03194,0.00496988,0.0020118,0.02438976,0.01763,3000,0,0,0,0,0,0,0,0,0,0,56,-0.9625552,12.11548,-12.54887,-14.45843,-15.34067,-14.7475,-0.00901556,-0.00688982,0.3227951,0.4018058,0.3060849,0.2963731,0.3190879,4.571579,4.303056,28.50208,30.74829,27.99954,27.70247,28.39151
"2007-12-02 01:40:00",6981,-1.871882,0.04366789,12.91405,-2.603853,0.03902923,0.1718332,-1.571259,0.02511207,-0.004407804,-0.001675522,-0.001409546,763.5716,1.183796,0.1616035,-0.4524738,0.04426805,4.405079,0.05976751,0.01326342,-0.006319513,0.00529068,-0.1789387,0.4202441,-0.009438748,0.0294112,-0.3755678,0.5293591,0.002608437,0.01605025,0.2079031,102.8722,-1.894334,1.572332,1.321831,115.4754,-115.4754,0.7169145,0.4160171,52.47599,0.04426805,12.90926,0.004929781,-0.005529941,0.0247692,-0.01997408,3000,0,0,0,0,0,0,0,0,0,0,56,-0.9877304,12.11285,-12.62601,-14.52588,-15.36535,-14.78502,-0.009749889,-0.007303715,0.3227788,0.4018012,0.3060766,0.2963551,0.3190747,4.561829,4.295753,28.5016,30.74816,27.99929,27.70191,28.39111
"2007-12-02 01:45:00",6982,3.859535,0.0927806,16.60705,2.911121,0.1730099,0.3617432,-1.604996,0.06085199,0.01559546,0.03495477,0.002905638,763.4809,1.588517,0.5357025,0.6921526,0.08028796,4.355382,0.07088541,0.02545641,0.02372279,0.006777108,-0.6970834,0.7719563,0.2664573,0.1037873,-1.620553,1.017422,0.07969974,-0.07391325,0.4000589,102.8918,-1.895893,1.529443,1.322117,113.275,-113.275,1.883536,1.76412,20.39527,0.08028796,16.53614,0.006312491,0.00618014,0.03085501,0.04004957,3000,0,0,0,0,0,0,0,0,0,0,56,-1.011529,12.11007,-12.70184,-14.58857,-15.38541,-14.82238,-0.009245396,-0.005290031,0.3227637,0.4017982,0.3060644,0.2963309,0.3189962,4.552584,4.290462,28.50115,30.74808,27.99892,27.70117,28.38877
"2007-12-02 01:50:00",6983,3.376945,0.09545548,18.87049,2.300679,0.1281152,0.3112365,-1.691961,0.04200938,0.006408633,0.00190393,0.002541447,761.6528,0.7219937,0.195089,-0.09441838,0.08342563,4.301688,0.0529224,0.009977941,0.008486703,0.00770601,-1.150748,0.7860616,-0.0540809,0.09328331,-1.76189,0.78572,-0.0261088,-0.1664511,0.432373,102.8929,-1.980267,1.479757,1.322573,123.1498,-123.1498,2.263229,2.104395,21.45818,0.08342563,18.80266,0.007157787,0.004872053,0.0339314,0.03390026,3000,0,0,0,0,0,0,0,0,0,0,56,-1.034534,12.10683,-12.77299,-14.65136,-15.39953,-14.85529,-0.009743214,-0.005877495,0.3227446,0.4017933,0.3060518,0.2963114,0.3189625,4.54284,4.284585,28.50058,30.74795,27.99853,27.70057,28.38776
"2007-12-02 01:55:00",6984,2.451733,0.04123942,20.34647,1.292637,0.1382803,0.3233198,-1.714914,0.05243538,0.004202761,0.007185146,0.00184482,762.0485,0.9027672,0.04291113,-0.01795697,0.03077585,4.302393,0.04648718,0.007774135,0.007755299,0.008313686,-0.6848363,0.7346267,0.01873075,0.05350795,-1.627586,0.9120336,0.08980315,-0.09595242,0.4866703,102.8956,-2.020338,1.476387,1.322805,112.8198,-112.8198,1.952199,1.765797,25.02932,0.03077585,20.28539,0.007724866,0.002738697,0.03651728,0.02455546,3000,0,0,0,0,0,0,0,0,0,0,56,-1.053171,12.10439,-12.84466,-14.71301,-15.40931,-14.88337,-0.007087708,-0.004972935,0.3227273,0.4017881,0.3060369,0.2962849,0.3189213,4.535753,4.279612,28.50007,30.7478,27.99808,27.69975,28.38652
"2007-12-02 02:00:00",6985,1.098192,0.05006618,15.47385,0.217669,0.05070779,0.1957561,-1.747374,0.03235412,0.00217094,0.003266675,0.0008260587,761.6124,0.4776467,0.03838123,-0.03525444,0.04373283,4.29246,0.04535117,-0.001419628,0.009365836,0.006325998,-0.677494,0.5523275,0.02541477,0.02142981,-1.094002,0.644725,0.03176824,-0.06588759,0.3357457,102.9132,-2.06454,1.462714,1.323256,121.7691,-121.7691,1.416364,1.286794,24.49915,0.04373283,15.43544,0.005872526,0.0004608192,0.02751948,0.01089501,3000,0,0,0,0,0,0,0,0,0,0,56,-1.071656,12.10143,-12.91539,-14.76983,-15.41452,-14.90606,-0.008023739,-0.00599575,0.3227169,0.4017745,0.3060307,0.2962666,0.3189425,4.527729,4.273616,28.49976,30.74743,27.99789,27.69919,28.38716
"2007-12-02 02:05:00",6986,1.996489,0.004025987,5.094238,1.70475,0.06732562,0.225547,-1.769066,0.0402637,0.001845546,0.01665007,0.001501542,761.9885,0.5019539,0.02342177,0.02900563,-0.001512416,4.277668,0.03677531,0.002141995,0.002043321,0.002076093,-1.01097,0.580034,0.01441493,0.03707783,-0.8005396,0.8911248,0.03483018,-0.060829,0.3894515,102.9214,-2.079969,1.449302,1.323446,141.6259,-141.6259,1.506103,1.289544,30.71465,-0.001512416,5.065668,0.001927927,0.003610476,0.008947276,0.01962325,3000,0,0,0,0,0,0,0,0,0,0,56,-1.091261,12.09919,-12.98459,-14.82663,-15.41961,-14.92494,-0.008198261,-0.00669241,0.3227053,0.4017734,0.3060038,0.2962416,0.318942,4.519531,4.266924,28.49941,30.74741,27.99708,27.69842,28.38714
"2007-12-02 02:10:00",6987,2.856391,0.04560697,15.82792,1.953918,0.1249729,0.3072715,-1.802434,0.03242996,-0.0003242336,0.007346056,0.002147943,762.0501,0.5426058,0.0556604,-0.0129705,0.03546647,4.289793,0.04418281,0.01263682,0.002052211,0.006463889,-0.9276406,0.6571894,0.04123977,0.08097065,-0.6095027,0.6512998,0.04856013,-0.04766592,0.3906181,102.9265,-2.107803,1.452009,1.323645,146.6932,-146.6932,1.270321,1.10996,28.77913,0.03546647,15.77189,0.006002166,0.004138335,0.02790511,0.02812631,3000,0,0,0,0,0,0,0,0,0,0,56,-1.113376,12.09656,-13.04934,-14.8781,-15.42748,-14.94242,-0.009284973,-0.007888794,0.3226933,0.4017721,0.3060015,0.2962171,0.318929,4.510246,4.259035,28.49906,30.74737,27.99701,27.69766,28.38675
"2007-12-02 02:15:00",6988,2.210042,0.1020914,15.646,1.318599,0.0551571,0.2041124,-1.80063,0.02878262,-0.00354784,-0.0008833547,0.001661554,763.0635,0.6691549,0.07594249,-0.1381622,0.09335321,4.280974,0.04562926,0.001435734,0.003026369,0.006392114,-0.8252543,0.4981858,0.003498512,0.02778564,-1.32184,0.6852556,-0.03104304,-0.1367115,0.3266209,102.9423,-2.122597,1.448867,1.323923,121.9774,-121.9774,1.667669,1.558302,20.74305,0.09335321,15.59676,0.00594215,0.002796018,0.02752969,0.02171129,3000,0,0,0,0,0,0,0,0,0,0,56,-1.134883,12.09369,-13.11445,-14.92718,-15.43861,-14.95944,-0.008281708,-0.005939484,0.3226765,0.4017697,0.3059919,0.2962115,0.3189172,4.501964,4.253096,28.49856,30.7473,27.99672,27.69749,28.3864
"2007-12-02 02:20:00",6989,3.172406,0.05406608,7.305286,2.753491,0.1182359,0.298834,-1.790065,0.03621005,0.009367727,0.008029794,0.002384932,763.432,0.9324108,0.2670855,0.09922425,0.04545723,4.26574,0.03141098,0.009817636,0.002930726,0.002976108,-1.144127,0.6542107,0.08985168,0.07986835,-0.8835986,0.5914394,0.03994809,-0.1852038,0.2897643,102.9462,-2.127269,1.435744,1.324004,142.3214,-142.3214,1.547702,1.445605,20.8041,0.04545723,7.261704,0.002767748,0.0058411,0.01270057,0.03088135,3000,0,0,0,0,0,0,0,0,0,0,56,-1.156252,12.09108,-13.17487,-14.97435,-15.4513,-14.97713,-0.007423878,-0.005745888,0.3226547,0.4017575,0.3059776,0.2961878,0.3188782,4.49454,4.24735,28.49791,30.74697,27.99628,27.69676,28.38524
"2007-12-02 02:25:00",6990,2.663831,0.02887046,9.206916,2.137819,0.04120573,0.1764052,-1.823697,0.05958086,-0.009330776,0.02857667,0.002002388,763.6102,0.9627983,0.04018922,0.04422499,0.02084129,4.26319,0.0377076,0.002660078,0.003276328,0.00375614,-1.114843,0.7072619,-0.2192776,0.02791112,-1.526131,0.7969134,0.01376038,-0.1764447,0.3399027,102.9587,-2.122968,1.435037,1.324144,126.1482,-126.1482,2.078168,1.889961,24.37601,0.02084129,9.164981,0.003493613,0.004535549,0.01601976,0.02591475,3000,0,0,0,0,0,0,0,0,0,0,56,-1.17767,12.08804,-13.23105,-15.01898,-15.46375,-14.99566,-0.008237362,-0.007103443,0.3226274,0.4017505,0.3059688,0.2961591,0.3188456,4.486303,4.240246,28.49709,30.74678,27.99601,27.69588,28.38426
"2007-12-02 02:30:00",6991,0.6386845,0.03171043,14.30883,-0.1747912,0.1018423,0.2772909,-1.871015,0.04034795,0.004211113,-0.0003559624,0.000479961,763.2566,0.7773142,0.1368005,-0.1216189,0.02664261,4.273057,0.05082825,0.01124644,0.001583687,0.005851443,-0.8493958,0.6514538,0.1183681,0.06092484,-0.9156533,0.6410956,0.04690705,-0.004749083,0.3121987,102.9683,-2.17448,1.441646,1.324515,132.8502,-132.8502,1.388282,1.248957,25.66019,0.02664261,14.27752,0.005438449,-0.0003706308,0.02506414,0.006241457,3000,0,0,0,0,0,0,0,0,0,0,56,-1.19697,12.08511,-13.28894,-15.06345,-15.47882,-15.01399,-0.006913662,-0.006216049,0.3226139,0.4017417,0.3059609,0.2961397,0.3188207,4.479389,4.23403,28.49669,30.74654,27.99577,27.69528,28.38352
"2007-12-02 02:35:00",6992,4.873677,0.03090562,14.26194,4.05824,0.0967155,0.2702182,-1.917092,0.04347441,-0.007972272,0.008742699,0.003662406,762.6062,0.6702005,0.009346601,-0.07401284,0.01690623,4.247139,0.05216145,-0.008911404,0.01230537,0.005815732,-0.9087486,0.827475,-0.2547351,0.006415078,-1.316394,0.9171511,0.07273553,-0.07530725,0.4225411,102.9517,-2.221963,1.421907,1.324546,124.6185,-124.6185,1.901707,1.599599,32.28455,0.01690623,14.19039,0.005400448,0.008598942,0.02456918,0.04698129,3000,0,0,0,0,0,0,0,0,0,0,56,-1.216368,12.08257,-13.34396,-15.10685,-15.48999,-15.03244,-0.007918835,-0.006344795,0.322603,0.4017397,0.3059458,0.2961191,0.3188281,4.47147,4.227685,28.49637,30.74649,27.99531,27.69465,28.38374
"2007-12-02 02:40:00",6993,0.3050067,0.007270427,8.130661,-0.1570299,0.1871594,0.3758626,-1.923646,0.03254525,9.090987E-005,0.005522275,0.0002291567,762.4736,0.4106113,0.01273379,0.0002970354,0.004516391,4.25461,0.03781979,0.003942254,0.004144067,0.003325274,-1.11135,0.6734367,0.1692958,0.08272755,-0.09040034,0.8762659,0.114517,-0.0002946666,0.3567736,102.9616,-2.249801,1.422622,1.324809,175.3496,-175.3496,1.389938,1.115021,36.02371,0.004516391,8.113667,0.003086675,-0.0003326384,0.01405224,0.002941401,3000,0,0,0,0,0,0,0,0,0,0,56,-1.235945,12.07971,-13.39814,-15.14686,-15.50243,-15.05011,-0.007206917,-0.006223202,0.3225942,0.4017323,0.3059359,0.296103,0.3188233,4.464263,4.221462,28.49611,30.74629,27.99501,27.69415,28.38359
"2007-12-02 02:45:00",6994,2.799556,0.006677377,6.140043,2.447701,0.06164736,0.2157123,-1.960204,0.03384859,0.001088048,0.005970647,0.002103299,762.2373,0.3573548,-0.01013451,-0.01111572,-0.0008271129,4.240387,0.02963065,0.002959059,0.0004186722,0.002501113,-1.410923,0.493348,0.03071639,0.03710848,-0.3611492,0.6209415,0.02807434,-0.1036294,0.3025569,102.9551,-2.272728,1.413513,1.324844,165.6424,-165.6424,1.568945,1.456411,21.6932,-0.0008271129,6.102715,0.002320854,0.005183636,0.0105014,0.02682654,3000,0,0,0,0,0,0,0,0,0,0,56,-1.256634,12.07684,-13.45042,-15.18598,-15.51514,-15.0697,-0.007995605,-0.007285118,0.3225879,0.4017293,0.305924,0.296086,0.3188105,4.456268,4.214177,28.49592,30.7462,27.99465,27.69363,28.38321
"2007-12-02 02:50:00",6995,3.84919,0.08835015,16.12195,2.929303,0.06766663,0.2260093,-1.96982,0.03444814,0.00256971,0.004350187,0.002892172,763.2659,0.6711888,0.1904409,0.03111401,0.07602182,4.294389,0.0555501,0.01106754,0.004863219,0.006580182,-0.7396308,0.5710519,0.00737006,0.04802159,-1.002175,0.4132026,0.01741023,-0.07943258,0.3269653,102.938,-2.295941,1.452565,1.324713,126.4283,-126.4283,1.348431,1.245555,22.37312,0.07602182,16.05564,0.006114966,0.006213368,0.02839511,0.03791244,3000,0,0,0,0,0,0,0,0,0,0,56,-1.27826,12.0742,-13.50162,-15.22413,-15.52888,-15.08705,-0.007988453,-0.007043362,0.322579,0.4017226,0.305916,0.2960704,0.3187751,4.448279,4.207134,28.49566,30.74602,27.99441,27.69315,28.38215
"2007-12-02 02:55:00",6996,0.7319077,-0.004092159,5.796961,0.4019251,0.01140159,0.09277848,-1.962793,0.03048017,-0.0003281878,-0.001556684,0.0005499992,763.9146,0.6679295,0.01963763,-0.0770284,-0.007148756,4.320182,0.04959359,0.007918861,-0.003101045,0.002368498,-0.6093894,0.5323337,-0.1119847,0.004638516,0.02539767,0.4246216,0.007251151,0.007909584,0.1960429,102.9296,-2.290261,1.485269,1.324558,182.3866,177.6134,0.7840369,0.6099184,38.1715,-0.007148756,5.779136,0.00220323,0.0008533672,0.01045226,0.007372206,3000,0,0,0,0,0,0,0,0,0,0,56,-1.30034,12.07161,-13.5502,-15.25923,-15.54651,-15.10462,-0.00685358,-0.00668335,0.3225636,0.4017187,0.3059035,0.2960667,0.3186893,4.441426,4.20045,28.4952,30.74592,27.99403,27.69303,28.37959
